1.92578125,10.31473214,-63.87834821
-3.551846591,17.14275568,-56.83238636
-0.282894737,13.75328947,-55.72779605
-0.908717105,11.26891447,-54.78618421
-3.711309524,7.945436508,-55.05654762
-4.816611842,8.821546053,-51.93338816
-6.313311688,9.698863636,-49.49269481
-4.616716867,12.23945783,-47.44051205
-6.087797619,11.2202381,-47.19717262
-5.868607955,11.13494318,-46.984375
-7.67369186,12.71875,-48.51526163
-6.691091954,13.76005747,-51.36422414
-8.842647059,20.60073529,-57.21691176
2.949324324,20.95692568,-59.66047297
4.969190141,21.42253521,-51.1540493
6.983088235,18.25882353,-48.92720588
5.730147059,17.75588235,-46.8875
4.139136905,17.23660714,-48.63541667
0.458333333,17.66465054,-49.29233871
-4.422256098,21.13719512,-48.37118902
-7.522007042,23.49471831,-50.13116197
-10.53671875,23.009375,-52.36328125
-10.32658451,21.17693662,-53.08538732
-11.84409341,20.04876374,-52.13118132
-9.848484848,23.55113636,-48.47253788
-1.094387755,27.24872449,-47.37882653
-1.333626761,12.80985915,-46.16637324
-2.472470238,19.52901786,-47.90922619
-0.473529412,19.88970588,-44.17647059
2.54076087,21.98731884,-43.02083333
4.733024691,22.97762346,-42.99074074
7.24382716,24.42901235,-43.51080247
6.948401163,23.83938953,-46.49709302
4.133487654,23.67669753,-48.82175926
6.471450617,20.19907407,-51.39737654
11.0837963,-29.82037037,-66.47314815
18.1369863,-75.37585616,-80.51969178
27.29073034,43.08918539,-20.4508427
22.29069767,40.7005814,-23.70857558
21.54755435,36.00203804,-23.30095109
7.571917808,35.2380137,-21.50342466
5.586472603,53.44520548,-20.19520548
21.44679054,56.16722973,-17.45523649
33.06953125,49.04375,-16.0390625
35.2191092,44.82471264,-14.14367816
33.68112245,42.90178571,-14.77614796
31.76176471,43.26176471,-14.81691176
30.90234375,43.07109375,-14.66640625
29.59876543,43.4058642,-15.23996914
28.92987805,42.65167683,-17.16920732
24.6487069,42.4375,-19.06178161
24.75892857,43.80580357,-21.86830357
25.87731481,41.50925926,-23.42824074
24.2003012,0.294427711,-49.21385542
28.09853604,6.787162162,-44.71171171
28.65210843,1.457078313,-42.51430723
26.35394737,3.718421053,-40.51052632
25.20639535,3.268895349,-39.45494186
24.61655405,4.326858108,-37.69003378
25.2565407,4.989825581,-35.09447674
25.31976744,5.425145349,-34.78415698
24.63372093,4.76744186,-35.25218023
26.48139881,6.266369048,-32.96949405
26.95673077,6.706043956,-31.78502747
26.83166667,6.925833333,-31.27166667
28.85873288,6.071917808,-31.77482877
29.42394578,6.823042169,-34.65436747
33.29220779,8.300324675,-39.42532468
36.875,3.089638158,-41.44078947
36.86356707,-2.34070122,-36.70198171
35.41071429,-5.981331169,-34.18425325
33.44382911,-4.878164557,-33.94620253
34.25486111,-2.2375,-34.27361111
35.1914557,2.339398734,-34.16455696
37.33179012,5.766203704,-33.48302469
40.03370787,6.71488764,-34.58356742
40.34632353,13.23308824,-35.80147059
38.51661392,12.91455696,-36.52452532
38.13088235,14.17647059,-35.02794118
39.37638889,9.026388889,-34.06527778
40.72737069,2.201508621,-33.36099138
31.13184932,-1.267979452,-33.04623288
32.39632353,5.755882353,-33.24411765
32.86266447,-2.599506579,-35.12088816
34.6025641,-4.75400641,-33.72115385
34.421875,-7.811820652,-34.34714674
37.38735465,-6.678052326,-34.03706395
37.2936828,-5.569892473,-36.87432796
36.68229167,-6.875744048,-39.12202381
37.11337209,-5.010901163,-40.0559593
34.0744382,-2.169241573,-39.27668539
31.16458333,1.063888889,-41.07152778
28.91840278,4.622395833,-40.35850694
26.91440217,11.4517663,-38.93002717
38.80661765,16.17352941,-36.7625
44.47275641,2.321314103,-34.89823718
38.54066265,-10.98493976,-33.81325301
33.71609043,-9.968085106,-33.65691489
31.73717949,-10.27163462,-31.53445513
30.94805195,-10.13961039,-32.81493506
31.32483553,-8.370888158,-31.86266447
31.2027027,-7.248310811,-32.20861486
30.49,-4.531666667,-34.005
29.79140625,-2.1109375,-35.77890625
31.40140845,-0.879401408,-37.8221831
30.67608173,-3.251201923,-39.81310096
-16.9015411,6.744006849,-53.52825342
-26.38553371,1.351123596,-45.39115169
-24.890625,4.908482143,-42.40178571
-23.10367647,4.947794118,-40.85808824
-20.0060241,5.551204819,-40.5625
-20.60122283,2.601222826,-38.2330163
-21.87048193,0.22439759,-35.78614458
-23.40247253,1.749313187,-34.41826923
-24.15666667,0.098333333,-36.27
-24.2725,0.288333333,-35.83833333
-24.99671053,0.748355263,-35.17434211
-26.16807432,1.097972973,-36.68581081
-27.15017361,-0.417534722,-39.50173611
-33.29476351,-5.25,-44.85810811
-33.27757353,5.748161765,-50.67647059
-34.76515152,11.92518939,-39.63352273
-31.846875,13.27265625,-37.22890625
-30.02264493,12.88858696,-36.09601449
-30.7775,6.61,-37.571875
-31.97535211,2.246478873,-37.74647887
-34.13734568,-1.092592593,-37.71682099
-35.89836449,-1.418808411,-40.10338785
-37.13482143,-4.032142857,-41.34464286
-34.8890625,-5.06640625,-41.62109375
-34.6875,-6.874237805,-39.81554878
-35.98939732,-4.349888393,-38.70982143
-42.91200658,8.756578947,-36.32648026
-22.65467172,6.314393939,-35.38888889
-27.505,5.611666667,-37.7925
-24.67333333,6.916666667,-38.96666667
-28.24835526,7.145559211,-34.37335526
-31.28680556,11.72569444,-31.59583333
-32.63392857,12.41889881,-30.97247024
-33.79513889,13.74791667,-31.94652778
-34.89536517,13.47752809,-36.31741573
-34.13855422,13.0685241,-38.55496988
-33.20703125,11.0859375,-40.58984375
-32.48273026,11.05509868,-39.87006579
-28.10735294,9.320588235,-42.67794118
-24.225,3.104166667,-42.525
-23.66903409,-7.212357955,-40.79545455
-40.6865942,-10.0923913,-40.67391304
-47.18150685,8.690924658,-35.30821918
-38.14557927,18.49390244,-34.27210366
-34.20077434,19.1869469,-32.28484513
-31.96701389,18.96354167,-34.38802083
-31.171875,17.83159722,-35.07899306
-29.97513441,17.62836022,-35.68682796
-30.08487654,14.93364198,-36.76697531
-28.79054054,9.647804054,-39.27618243
-28.16826923,8.324519231,-41.03605769
-31.03722426,8.134650735,-39.75597426
-30.47453704,12.03395062,-38.46682099
-14.84852941,-25.51764706,-54.02573529
-3.758802817,-26.16109155,-46.91725352
-8.767319277,-32.64533133,-41.01731928
-3.453547297,-26.65793919,-45.28040541
-2.35,-25.09083333,-44.13583333
-0.991297468,-22.47468354,-43.40822785
1.292534722,-22.64930556,-40.88020833
1.278044872,-22.54967949,-39.94711538
-1.676757813,-26.00488281,-33.35546875
-2.837652439,-24.26905488,-33.55868902
0.250744048,-28.75223214,-31.91666667
-1.120786517,-30.41432584,-33.47120787
0.869791667,-28.70572917,-40.64583333
-3.6375,-38.8046875,-45.48828125
-10.20158451,-35.13644366,-44.35211268
-18.1875,-34.62341772,-35.68670886
-18.43362832,-32.2704646,-33.72732301
-12.58166667,-33.43333333,-34.07583333
-9.307471264,-34.56178161,-34.79813218
-6.299342105,-33.82565789,-32.94325658
-2.616394928,-40.09918478,-32.19882246
2.38880814,-42.45276163,-33.15334302
2.434090909,-41.78181818,-33.60056818
3.083333333,-38.89439655,-35.17528736
3.059294872,-40.7099359,-32.1161859
-7.459517045,-43.60511364,-30.3828125
-17.84832317,-30.46875,-26.09527439
-4.015202703,-34.44932432,-32.53209459
-7.602623457,-35.22839506,-29.38040123
-8.313291139,-36.00158228,-26.96044304
-11.51582278,-36.88844937,-26.46914557
-12.45246479,-36.40228873,-28.56161972
-17.41911765,-38.17352941,-25.00441176
-18.79727564,-35.69070513,-29.08333333
-16.76234568,-34.51774691,-32.19907407
-14.19736842,-35.66036184,-32.73355263
-13.31801471,-35.00183824,-34.84129902
-6.652698864,-29.15553977,-38.78196023
1.757291667,-25.46666667,-37.97604167
11.25462963,-37.03626543,-37.08179012
-8.5625,-49.2234375,-34.44765625
-21.92744253,-41.99712644,-29.95617816
-26.2827381,-34.39732143,-28.12276786
-23.24786932,-33.67542614,-26.76420455
-18.90416667,-30.3625,-27.53611111
-17.34296875,-29.53125,-28.97109375
-15.42606707,-28.35060976,-30.92073171
-11.045,-30.11833333,-32.42833333
-12.22331461,-28.54775281,-34.11025281
-12.03277439,-32.86432927,-34.83231707
-12.98088235,-31.05955882,-38.87647059
3.141233766,27.2637987,-39.85470779
4.095,28.011875,-39.82625
2.112113402,27.03479381,-40.19780928
2.139423077,28.39972527,-38.29739011
2.135057471,26.10344828,-37.72701149
0.138297872,26.71609043,-34.33710106
-3.521666667,23.25916667,-36.79833333
